Company,TypeName,Inches,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,IPS/Touchscreen,width,height,Memory_plusCapacite,Mermory_plusType,Mermory_Type
Lenovo,Notebook,14.0,Intel Core i5,8,256.0,Nvidia GeForce,Windows,1.5,58554.72,IPS,1920,1080,0.0,Any,SSD
Asus,Ultrabook,13.3,Intel Core i7,16,512.0,Intel HD,Windows,1.1,93181.392,Touchscreen,1920,1080,0.0,Any,SSD
Lenovo,Ultrabook,14.0,Intel Core i7,8,512.0,Intel HD,Windows,1.13,121584.96,IPS,2560,1440,0.0,Any,SSD
Lenovo,Notebook,13.3,Intel Core i3,4,128.0,Intel HD,Windows,1.5,29250.72,IPS,1920,1080,0.0,Any,SSD
Dell,Workstation,15.6,Intel Core i5,8,500.0,AMD FirePro,Windows,2.23,72940.31999999999,Touchscreen,1920,1080,0.0,Any,HDD
Dell,Workstation,15.6,Intel Core i7,8,256.0,Nvidia Quadro,Windows,2,113752.8,IPS,1920,1080,0.0,Any,SSD
Lenovo,2 in 1 Convertible,14.0,Intel Core i7,16,512.0,Intel HD,Windows,1.42,133679.52,Touchscreen,2560,1440,0.0,Any,SSD
Asus,Gaming,17.3,Intel Core i7,8,1024.0,Nvidia GeForce,Windows,3,55357.92,Touchscreen,1920,1080,0.0,Any,HDD
Asus,Gaming,17.3,Intel Core i7,16,256.0,Nvidia GeForce,Windows,3,84768.48,Touchscreen,1920,1080,1024.0,HDD,SSD
Acer,Notebook,15.6,Intel Core i5,12,1024.0,Nvidia GeForce,Windows,2.2,36975.7872,IPS,1366,768,0.0,Any,HDD
MSI,Gaming,17.3,Intel Core i7,8,256.0,Nvidia GeForce,Windows,2.7,71874.72,Touchscreen,1920,1080,0.0,Any,SSD
Dell,Notebook,15.6,Intel Core i7,8,256.0,AMD Radeon,Linux,2.33,41498.1936,Touchscreen,1920,1080,0.0,Any,SSD
HP,Ultrabook,15.6,AMD,4,256.0,AMD Radeon,Windows,1.91,26586.72,Touchscreen,1920,1080,0.0,Any,SSD
Lenovo,Notebook,15.6,Intel Core i7,8,256.0,AMD Radeon,Windows,2.1,65510.9568,IPS,1920,1080,0.0,Any,SSD
Lenovo,Notebook,14.0,Intel Core i5,8,256.0,Intel HD,Windows,1.9,49976.64,IPS,1920,1080,0.0,Any,SSD
Dell,Workstation,15.6,Intel Core i7,8,256.0,Nvidia Quadro,Windows,1.78,144495.36,Touchscreen,3840,2160,0.0,Any,SSD
Lenovo,Ultrabook,14.0,Intel Core i7,16,1024.0,Intel HD,Windows,1.13,139860.0,IPS,2560,1440,0.0,Any,SSD
Lenovo,Notebook,15.6,Intel,4,1024.0,Intel HD,Windows,2.2,16303.68,Touchscreen,1366,768,0.0,Any,HDD
Asus,Gaming,17.3,Intel Core i7,16,256.0,Nvidia GeForce,Windows,2.9,81465.12,Touchscreen,1920,1080,1024.0,HDD,SSD
Lenovo,Notebook,15.6,Intel Core i5,8,256.0,AMD Radeon,Windows,2.1,60978.96,IPS,1920,1080,1024.0,HDD,SSD
Acer,Notebook,15.6,Intel Core i7,8,256.0,Nvidia GeForce,Linux,2.5,46833.12,Touchscreen,1920,1080,0.0,Any,SSD
MSI,Gaming,17.3,Intel Core i7,16,256.0,Nvidia GeForce,Windows,2.8,119826.72,Touchscreen,1920,1080,1024.0,HDD,SSD
Asus,Ultrabook,14.0,Intel Core i7,8,512.0,Intel HD,Windows,1.10,99793.44,Touchscreen,1920,1080,0.0,Any,SSD
Toshiba,Ultrabook,13.3,Intel Core i7,16,512.0,Intel HD,Windows,1.2,93080.16,Touchscreen,1920,1080,0.0,Any,SSD
Dell,Ultrabook,14.0,Intel Core i7,8,512.0,Intel HD,Windows,1.36,89510.4,Touchscreen,1920,1080,0.0,Any,SSD
Lenovo,Notebook,15.6,Intel Core i3,4,500.0,Intel HD,Windows,2.2,21791.52,Touchscreen,1920,1080,0.0,Any,HDD
Lenovo,Notebook,11.6,Intel,2,32.0,Intel HD,Windows,1.15,16221.096,Touchscreen,1366,768,0.0,Any,Flash
Lenovo,Workstation,15.6,Intel Core i7,8,512.0,Nvidia Quadro,Windows,2.67,102564.0,Touchscreen,1920,1080,0.0,Any,SSD
Lenovo,Ultrabook,14.0,Intel Core i7,8,512.0,Nvidia GeForce,Windows,1.7,103523.04,IPS,2560,1440,0.0,Any,SSD
HP,Notebook,15.6,Intel Core i3,4,1024.0,AMD Radeon,Windows,2.1,24988.32,Touchscreen,1920,1080,0.0,Any,HDD
Acer,2 in 1 Convertible,13.3,Intel Core i7,8,256.0,Intel HD,Windows,1.6,42038.4528,IPS/Touchscreen,1920,1080,0.0,Any,SSD
Asus,2 in 1 Convertible,13.3,Intel Core i5,8,256.0,Intel HD,Windows,1.27,49443.84,IPS/Touchscreen,1920,1080,0.0,Any,SSD
Dell,Notebook,15.6,Intel Core i5,4,256.0,AMD Radeon,Linux,2.3,31909.392,Touchscreen,1920,1080,0.0,Any,SSD
Dell,Notebook,13.3,Intel Core i3,4,128.0,Intel HD,Windows,1.65,36709.92,Touchscreen,1366,768,0.0,Any,SSD
HP,Ultrabook,14.0,Intel Core i7,8,256.0,Intel HD,Windows,1.43,79920.0,Touchscreen,1920,1080,0.0,Any,SSD
Dell,Notebook,15.6,Intel Core i5,8,1024.0,Intel HD,Windows,2.14,28768.536,Touchscreen,1366,768,0.0,Any,HDD
Lenovo,Ultrabook,14.0,Intel Core i7,8,256.0,AMD Radeon,Windows,1.75,64755.44640000001,IPS,1920,1080,0.0,Any,SSD
Lenovo,2 in 1 Convertible,15.6,Intel Core i7,16,512.0,Nvidia GeForce,Windows,2,101178.72,IPS/Touchscreen,3840,2160,0.0,Any,SSD
Chuwi,Notebook,12.3,Intel,6,64.0,Intel HD,Windows,1.4,23922.72,IPS,2736,1824,0.0,Any,Flash
HP,Notebook,15.6,Intel Core i7,8,256.0,Intel HD,Windows,2.31,76030.56,Touchscreen,1920,1080,0.0,Any,SSD
Asus,Notebook,15.6,Intel Core i3,8,1024.0,Nvidia GeForce,Linux,2.3,31808.16,Touchscreen,1920,1080,0.0,Any,HDD
Dell,Gaming,17.3,Intel Core i7,16,256.0,Nvidia GeForce,Windows,4.42,149130.72,IPS,2560,1440,1024.0,HDD,SSD
Dell,Gaming,15.6,Intel Core i7,8,128.0,Nvidia GeForce,Windows,2.62,61751.52,IPS,1920,1080,1024.0,HDD,SSD
Dell,Notebook,15.6,Intel Core i7,8,256.0,AMD Radeon,Windows,2.02,60867.072,Touchscreen,1920,1080,2048.0,HDD,SSD
Dell,Ultrabook,14.0,Intel Core i7,8,256.0,Intel HD,Linux,1.6,58554.72,Touchscreen,1920,1080,0.0,Any,SSD
HP,Gaming,17.3,Intel Core i7,12,256.0,Nvidia GeForce,Windows,3.35,106506.72,Touchscreen,1920,1080,1024.0,HDD,SSD
Mediacom,2 in 1 Convertible,11.6,Intel,4,32.0,Intel HD,Windows,1.16,15930.72,IPS/Touchscreen,1920,1080,0.0,Any,SSD
Samsung,Netbook,11.6,Intel,4,16.0,Intel HD,OS,1.15,14332.32,Touchscreen,1366,768,0.0,Any,Flash
Lenovo,Notebook,13.3,Intel Core i7,8,256.0,Intel HD,Windows,1.4,53812.8,IPS,1920,1080,0.0,Any,SSD
Lenovo,Notebook,14.0,Intel Core i3,4,128.0,Intel HD,Windows,1.7,31914.72,IPS,1920,1080,0.0,Any,SSD
Lenovo,Workstation,15.6,Intel Core i7,16,512.0,Nvidia GeForce,Windows,2.3,130269.6,IPS,3840,2160,0.0,Any,SSD
Lenovo,Notebook,15.6,Intel Core i7,16,512.0,Nvidia Quadro,Windows,2.5,130482.72,Touchscreen,1920,1080,0.0,Any,SSD
Asus,Gaming,17.3,AMD,8,256.0,AMD Radeon,Windows,3.2,90309.6,Touchscreen,1920,1080,1024.0,HDD,SSD
HP,Notebook,15.6,Intel,4,500.0,Intel HD,Windows,2.1,18488.16,Touchscreen,1366,768,0.0,Any,HDD
Google,Ultrabook,12.3,Intel Core i7,16,512.0,Intel HD,OS,1.1,117162.72,Touchscreen,2400,1600,0.0,Any,SSD
Lenovo,Ultrabook,14.0,Intel Core i7,24,512.0,Intel HD,Windows,1.32,126912.96,Touchscreen,2560,1440,0.0,Any,SSD
Asus,Notebook,15.6,Intel Core i5,4,256.0,Intel HD,Linux,2,29783.52,Touchscreen,1920,1080,0.0,Any,SSD
Lenovo,Notebook,17.3,AMD,8,1024.0,AMD Radeon,Windows,2.8,27652.32,Touchscreen,1600,900,0.0,Any,HDD
Dell,Notebook,15.6,Intel Core i5,4,256.0,AMD Radeon,Windows,2.2,39906.72,Touchscreen,1920,1080,0.0,Any,SSD
Lenovo,Ultrabook,12.5,Intel Core i5,8,256.0,Intel HD,Windows,1.36,76137.12,IPS,1920,1080,0.0,Any,SSD
Lenovo,Notebook,15.6,Intel,4,128.0,Intel HD,Windows,2.2,18594.72,Touchscreen,1920,1080,0.0,Any,SSD
HP,Gaming,15.6,Intel Core i7,8,128.0,Nvidia GeForce,Windows,2.2,58554.72,IPS,1920,1080,1024.0,HDD,SSD
Dell,Notebook,14.0,Intel Core i5,8,256.0,Nvidia GeForce,Windows,1.64,62817.12,Touchscreen,1920,1080,0.0,Any,SSD
Acer,Notebook,15.6,Intel Core i5,4,500.0,Intel HD,Linux,2.4,23539.104,Touchscreen,1366,768,0.0,Any,HDD
Dell,Workstation,15.6,Intel,8,64.0,Nvidia Quadro,Windows,2.23,106187.04,Touchscreen,1920,1080,1024.0,HDD,Flash
MSI,Gaming,15.6,Intel Core i5,8,256.0,Nvidia GeForce,Windows,2.2,54757.9872,Touchscreen,1920,1080,0.0,Any,SSD
Microsoft,Ultrabook,13.5,Intel Core i7,16,512.0,Intel Iris,Windows,1.25,137941.91999999998,Touchscreen,2256,1504,0.0,Any,SSD
HP,Notebook,15.6,Intel Core i5,8,128.0,Intel HD,Windows,1.91,31381.92,Touchscreen,1366,768,0.0,Any,SSD
Dell,Workstation,15.6,Intel Core i7,16,256.0,Nvidia Quadro,Windows,2.17,105228.0,IPS,1920,1080,0.0,Any,SSD
HP,Workstation,15.6,Intel Core i7,8,512.0,Intel HD,Windows,2.31,81731.52,IPS,1920,1080,0.0,Any,SSD
Lenovo,Notebook,14.0,Intel Core i5,8,256.0,Intel HD,Windows,1.65,71661.59999999999,Touchscreen,1920,1080,0.0,Any,SSD
Dell,Notebook,15.6,Intel Core i7,8,128.0,AMD Radeon,Windows,2.36,52161.12,Touchscreen,1920,1080,1024.0,HDD,SSD
Dell,2 in 1 Convertible,11.6,Intel,4,500.0,Intel HD,Windows,1.47,25521.12,Touchscreen,1366,768,0.0,Any,HDD
Dell,Notebook,17.3,Intel Core i7,8,1024.0,Nvidia GeForce,Windows,4.42,109010.88,IPS,1920,1080,0.0,Any,HDD
Microsoft,Ultrabook,13.5,Intel,4,128.0,Intel HD,Windows,1.252,52693.92,Touchscreen,2256,1504,0.0,Any,SSD
Microsoft,Ultrabook,13.5,Intel Core i7,8,256.0,Intel Iris,Windows,1.25,95850.72,Touchscreen,2256,1504,0.0,Any,SSD
HP,Notebook,17.3,Intel Core i3,8,256.0,Intel HD,Windows,2.5,34093.872,Touchscreen,1600,900,0.0,Any,SSD
Acer,Notebook,15.6,Intel Core i3,4,1024.0,Nvidia GeForce,Windows,2.23,28984.32,Touchscreen,1920,1080,0.0,Any,HDD
Acer,Netbook,11.6,Intel,4,128.0,Intel HD,Windows,1.4,23176.8,Touchscreen,1366,768,0.0,Any,SSD
Asus,Notebook,15.6,Intel Core i5,8,1024.0,Intel HD,Windows,2.37,39906.72,Touchscreen,1920,1080,0.0,Any,HDD
Lenovo,Notebook,14.0,Intel Core i7,8,512.0,AMD Radeon,No OS,1.5,42570.72,IPS,1920,1080,0.0,Any,SSD
Lenovo,Notebook,15.6,Intel Core i7,8,256.0,Nvidia Quadro,Windows,2.67,111355.2,Touchscreen,1920,1080,0.0,Any,SSD
Asus,Notebook,15.6,Intel,4,500.0,Intel HD,Windows,2,16197.12,Touchscreen,1366,768,0.0,Any,HDD
Acer,Notebook,15.6,Intel Core i3,4,500.0,Nvidia GeForce,Windows,2.2,24988.32,Touchscreen,1366,768,0.0,Any,HDD
Dell,Notebook,15.6,Intel Core i5,8,2048.0,AMD Radeon,Windows,2.02,40439.52,Touchscreen,1920,1080,0.0,Any,HDD
HP,Gaming,17.3,Intel Core i7,12,1024.0,Nvidia GeForce,Windows,3.78,90522.72,IPS,1920,1080,0.0,Any,HDD
Lenovo,Ultrabook,14.0,Intel Core i7,12,256.0,Intel HD,Windows,1.4,98994.24,IPS,2560,1440,0.0,Any,SSD
HP,2 in 1 Convertible,13.3,Intel Core i7,8,512.0,Intel UHD,Windows,1.29,106506.72,IPS/Touchscreen,3840,2160,0.0,Any,SSD
HP,Notebook,15.6,Intel Core i5,8,500.0,AMD FirePro,Windows,1.9,61485.12,Touchscreen,1920,1080,0.0,Any,HDD
Google,Ultrabook,12.3,Intel Core i5,8,128.0,Intel HD,OS,1.1,67932.0,Touchscreen,2400,1600,0.0,Any,SSD
Dell,Ultrabook,13.3,Intel Core i5,8,256.0,Intel UHD,Windows,1.42,98133.768,Touchscreen,1920,1080,0.0,Any,SSD
Asus,Notebook,15.6,Intel Core i7,12,128.0,Intel HD,Windows,2.06,69210.72,IPS,3840,2160,1024.0,HDD,SSD
Dell,Notebook,14.0,Intel Core i3,8,128.0,Intel HD,Windows,1.79,39427.2,Touchscreen,1366,768,0.0,Any,SSD
Dell,Workstation,15.6,Intel Core i7,8,256.0,Nvidia Quadro,Windows,1.78,128298.24,Touchscreen,1920,1080,0.0,Any,SSD
Lenovo,Notebook,14.0,Intel Core i5,8,180.0,Intel HD,Windows,1.7,72673.92,Touchscreen,1920,1080,0.0,Any,SSD
Dell,Notebook,15.6,Intel Core i5,8,1024.0,AMD Radeon,Windows,2.2,35964.0,Touchscreen,1920,1080,0.0,Any,HDD
Toshiba,Notebook,13.3,Intel Core i5,8,256.0,Intel HD,Windows,1.05,89084.16,IPS,1920,1080,0.0,Any,SSD
Dell,Notebook,15.6,Intel Core i7,8,512.0,Nvidia GeForce,Windows,2.16,67239.36,IPS,1920,1080,0.0,Any,SSD
Dell,Notebook,15.6,Intel Core i3,4,1024.0,Intel HD,Windows,2.18,31254.048,Touchscreen,1366,768,0.0,Any,HDD
HP,Notebook,13.3,Intel Core i5,4,128.0,Intel UHD,Windows,1.49,38681.28,IPS,1920,1080,0.0,Any,SSD
Chuwi,Notebook,15.6,Intel,4,64.0,Intel HD,Windows,1.89,13261.392000000002,Touchscreen,1920,1080,0.0,Any,Flash
Lenovo,Notebook,15.6,Intel Core i3,4,128.0,Intel HD,Windows,2.3,30103.2,Touchscreen,1366,768,0.0,Any,SSD
Lenovo,Notebook,14.0,Intel Core i5,8,256.0,Intel UHD,Windows,1.75,55890.72,IPS,1920,1080,0.0,Any,SSD
Dell,Workstation,15.6,Intel Core i7,16,512.0,Nvidia Quadro,Windows,2.17,124568.64,IPS,1920,1080,0.0,Any,SSD
Dell,Notebook,15.6,Intel Core i7,16,512.0,Nvidia GeForce,Windows,2.06,101178.72,Touchscreen,1920,1080,0.0,Any,SSD
Lenovo,Ultrabook,12.5,Intel Core i7,16,512.0,Intel HD,Windows,1.36,95797.44,IPS,1920,1080,0.0,Any,SSD
Asus,Ultrabook,12.5,Intel Core i7,16,512.0,Intel HD,Windows,0.91,103896.0,Touchscreen,1920,1080,0.0,Any,SSD
Lenovo,Notebook,15.6,Intel Core i5,8,256.0,Nvidia GeForce,Windows,2.3,53918.82719999999,IPS,1920,1080,0.0,Any,SSD
Toshiba,Ultrabook,13.3,Intel Core i7,32,512.0,Intel HD,Windows,1.05,149130.72,Touchscreen,1920,1080,0.0,Any,SSD
Asus,Gaming,15.6,Intel Core i7,8,128.0,Nvidia GeForce,Windows,1.99,71928.0,Touchscreen,1920,1080,1024.0,HDD,SSD
Acer,Notebook,15.6,AMD,8,1024.0,AMD Radeon,Windows,2.2,30849.12,Touchscreen,1366,768,0.0,Any,HDD
Asus,Gaming,17.3,Intel Core i7,24,256.0,Nvidia GeForce,Windows,4.33,67612.31999999999,IPS/Touchscreen,1920,1080,1024.0,HDD,SSD
Lenovo,Ultrabook,12.5,Intel Core i5,8,180.0,Intel HD,Windows,1.3,58554.72,IPS,1366,768,0.0,Any,SSD
Lenovo,Notebook,15.6,Intel Core i7,8,256.0,Intel UHD,Windows,2.17,47893.39199999999,Touchscreen,1920,1080,0.0,Any,SSD
HP,Notebook,14.0,Intel Core i7,8,1024.0,Intel HD,Windows,1.48,93186.72,Touchscreen,1920,1080,0.0,Any,SSD
Lenovo,Notebook,13.3,Intel Core i3,8,256.0,Intel HD,Windows,1.4,50562.72,IPS,1920,1080,0.0,Any,SSD
Lenovo,Notebook,15.6,Intel Core i5,8,256.0,Intel HD,Windows,2.3,48538.08,IPS,1920,1080,0.0,Any,SSD
Asus,Netbook,11.6,Intel,4,64.0,Intel HD,Windows,1.2,18115.2,Touchscreen,1366,768,0.0,Any,Flash
HP,Notebook,15.6,Intel Core i5,8,256.0,AMD Radeon,Windows,1.91,32979.7872,Touchscreen,1366,768,0.0,Any,SSD
Lenovo,2 in 1 Convertible,13.9,Intel Core i5,8,256.0,Intel UHD,Windows,1.4,85194.72,IPS/Touchscreen,1920,1080,0.0,Any,SSD
Lenovo,Notebook,14.0,Intel,4,500.0,Intel HD,Windows,2.1,15930.72,Touchscreen,1366,768,0.0,Any,HDD
Lenovo,Netbook,11.6,Intel,4,16.0,Intel HD,OS,1.25,14119.2,Touchscreen,1366,768,0.0,Any,SSD
Lenovo,Notebook,13.3,Intel Core i5,8,256.0,Intel HD,Windows,1.44,50562.72,Touchscreen,1920,1080,0.0,Any,SSD
Asus,Notebook,15.6,Intel Core i7,8,256.0,Intel HD,Windows,2,65214.72,Touchscreen,1920,1080,1024.0,HDD,SSD
Acer,Notebook,15.6,Intel Core i5,4,1024.0,Nvidia GeForce,Windows,2.2,32660.64,IPS,1920,1080,0.0,Any,HDD
HP,Ultrabook,13.3,Intel Core i7,8,512.0,Intel HD,Windows,1.34,70489.44,IPS,1920,1080,0.0,Any,SSD
Lenovo,Gaming,15.6,Intel Core i7,8,256.0,Nvidia GeForce,No OS,2.4,61218.72,IPS,1920,1080,1024.0,HDD,SSD
Dell,Ultrabook,13.3,Intel Core i5,8,128.0,Intel HD,Windows,1.29,47898.72,IPS/Touchscreen,1920,1080,0.0,Any,SSD
Acer,Notebook,15.6,Intel Core i7,4,500.0,Nvidia GeForce,Windows,2.2,34045.92,Touchscreen,1920,1080,0.0,Any,HDD
Dell,Notebook,15.6,Intel Core i5,8,1024.0,Intel HD,Windows,2.18,44542.08,Touchscreen,1920,1080,0.0,Any,HDD
Dell,Notebook,15.6,Intel Core i7,16,256.0,AMD Radeon,Windows,2.2,64961.10719999999,Touchscreen,1920,1080,2048.0,HDD,SSD
Xiaomi,Notebook,15.6,Intel Core i7,16,256.0,Nvidia GeForce,No OS,1.95,74589.336,IPS,1920,1080,0.0,Any,SSD
Asus,Netbook,11.6,Intel,2,32.0,Intel HD,Windows,1.1,13053.6,Touchscreen,1366,768,0.0,Any,Flash
HP,Notebook,15.6,Intel Core i5,4,1024.0,Intel UHD,Windows,2.04,27783.9216,Touchscreen,1366,768,0.0,Any,HDD
Asus,Gaming,15.6,Intel Core i7,24,512.0,Nvidia GeForce,Windows,2.24,158135.04,Touchscreen,1920,1080,0.0,Any,SSD
HP,Notebook,15.6,Intel Core i5,8,256.0,Nvidia GeForce,Windows,2.04,47365.92,Touchscreen,1920,1080,0.0,Any,SSD
Asus,Gaming,17.3,Intel Core i7,16,256.0,Nvidia GeForce,Windows,3,80133.12,Touchscreen,1920,1080,1024.0,HDD,SSD
Lenovo,Gaming,15.6,Intel Core i7,8,256.0,Nvidia GeForce,Windows,3.2,74538.72,IPS,1920,1080,1024.0,HDD,SSD
HP,Ultrabook,13.3,Intel Core i7,8,256.0,Intel HD,Windows,1.32,74538.72,IPS,1920,1080,0.0,Any,SSD
Dell,Notebook,14.0,Intel Core i5,8,256.0,Intel HD,Windows,1.64,68184.0144,Touchscreen,1920,1080,0.0,Any,SSD
HP,Notebook,15.6,Intel Core i3,4,128.0,Intel HD,Windows,1.63,36709.92,Touchscreen,1366,768,0.0,Any,SSD
Dell,Notebook,17.3,Intel Core i5,8,128.0,AMD Radeon,Linux,2.8,47365.92,IPS,1920,1080,1024.0,HDD,SSD
Lenovo,Notebook,14.0,Intel Core i5,8,256.0,Intel HD,Windows,2.02,71395.2,Touchscreen,1920,1080,0.0,Any,SSD
Lenovo,Notebook,15.6,Intel Core i7,4,1024.0,Nvidia GeForce,Windows,2.2,42570.72,Touchscreen,1920,1080,0.0,Any,HDD
Lenovo,Notebook,15.6,Intel Core i3,8,2048.0,Nvidia GeForce,No OS,2.2,24455.52,Touchscreen,1366,768,0.0,Any,HDD
Dell,Notebook,15.6,Intel Core i5,4,500.0,AMD Radeon,Windows,2.3,31168.8,Touchscreen,1920,1080,0.0,Any,HDD
Dell,Notebook,15.6,Intel Core i5,8,256.0,Intel HD,Windows,1.9,73366.56,Touchscreen,1920,1080,0.0,Any,SSD
Dell,Gaming,17.3,Intel Core i7,16,128.0,Nvidia GeForce,Windows,4.42,160520.3856,IPS,1920,1080,1024.0,HDD,SSD
Toshiba,Notebook,15.6,Intel Core i5,8,500.0,Intel HD,Windows,2.0,45820.8,IPS,1920,1080,0.0,Any,HDD
Asus,Notebook,15.6,Intel Core i7,8,256.0,Nvidia GeForce,Windows,2,69210.72,IPS,3840,2160,1024.0,HDD,SSD
Mediacom,Notebook,13.3,Intel,4,32.0,Intel HD,Windows,1.2,19660.32,IPS,1920,1080,0.0,Any,SSD
Asus,Gaming,15.6,Intel Core i5,8,128.0,Nvidia GeForce,Windows,2.3,87858.72,IPS,1920,1080,1024.0,HDD,SSD
Dell,Notebook,15.6,Intel Core i7,8,256.0,Nvidia GeForce,Windows,1.93,72940.31999999999,Touchscreen,1920,1080,0.0,Any,SSD
Dell,Notebook,15.6,Intel Core i5,8,256.0,AMD Radeon,Windows,2.2,42486.0048,Touchscreen,1920,1080,0.0,Any,SSD
HP,Notebook,15.6,Intel,4,256.0,Intel HD,Windows,1.86,21258.1872,Touchscreen,1920,1080,0.0,Any,SSD
HP,Gaming,17.3,Intel Core i7,12,1024.0,Nvidia GeForce,Windows,2.62,95850.72,Touchscreen,1920,1080,0.0,Any,HDD
Lenovo,Notebook,14.0,Intel Core i7,8,256.0,Nvidia GeForce,Windows,1.87,45767.52,IPS,1920,1080,0.0,Any,SSD
Dell,Ultrabook,13.3,Intel Core i7,8,256.0,Intel UHD,Windows,1.2,74538.72,Touchscreen,3200,1800,0.0,Any,SSD
Dell,Notebook,14.0,Intel Core i3,4,128.0,Intel HD,Windows,1.6,39207.1536,Touchscreen,1920,1080,0.0,Any,SSD
HP,Ultrabook,13.3,Intel Core i7,8,256.0,Intel HD,Windows,1.34,61005.6,IPS,3200,1800,0.0,Any,SSD
Acer,Gaming,15.6,Intel Core i5,8,1024.0,Nvidia GeForce,Linux,2.4,42517.44,Touchscreen,1920,1080,0.0,Any,HDD
Asus,Notebook,15.6,AMD,4,500.0,AMD Radeon,Windows,2,18594.72,Touchscreen,1366,768,0.0,Any,HDD
HP,Notebook,15.6,Intel Core i3,4,128.0,Intel HD,Windows,2.1,37589.04,Touchscreen,1920,1080,0.0,Any,SSD
Lenovo,Notebook,14.0,Intel Core i5,4,500.0,Intel HD,Windows,1.87,41824.8,Touchscreen,1920,1080,0.0,Any,HDD
Lenovo,Notebook,15.6,Intel Core i5,4,1024.0,Intel HD,No OS,2.15,24634.008,Touchscreen,1920,1080,0.0,Any,HDD
HP,Notebook,15.6,Intel Core i3,4,500.0,Intel HD,Windows,1.86,21152.16,Touchscreen,1920,1080,0.0,Any,HDD
Lenovo,Notebook,15.6,Intel Core i7,8,512.0,Intel HD,Windows,1.99,92121.12,IPS,1920,1080,0.0,Any,SSD
Lenovo,Notebook,15.6,Intel Core i3,4,128.0,Intel HD,Windows,2.2,26586.72,Touchscreen,1920,1080,0.0,Any,SSD
Dell,Notebook,15.6,Intel Core i5,8,256.0,Intel HD,Windows,1.9,59513.2272,Touchscreen,1920,1080,0.0,Any,SSD
Dell,Gaming,17.3,Intel Core i7,16,256.0,Nvidia GeForce,Windows,4.42,143802.72,IPS,1920,1080,1024.0,HDD,SSD
HP,Notebook,17.3,Intel Core i3,8,1024.0,Intel HD,Windows,2.65,28992.312,Touchscreen,1600,900,0.0,Any,HDD
HP,Notebook,17.3,Intel Core i7,8,1024.0,Nvidia GeForce,Windows,2.63,68198.4,Touchscreen,1920,1080,0.0,Any,HDD
Asus,Notebook,15.6,Intel,4,500.0,Intel HD,Linux,2,11934.72,Touchscreen,1366,768,0.0,Any,HDD
Mediacom,Notebook,13.3,Intel,4,32.0,Intel HD,Windows,1.35,13586.4,IPS,1920,1080,0.0,Any,Flash
Lenovo,Notebook,17.3,Intel Core i7,6,128.0,Nvidia GeForce,Windows,2.8,50562.72,Touchscreen,1600,900,1024.0,HDD,SSD
HP,Notebook,15.6,AMD,6,128.0,AMD Radeon,Windows,1.91,30310.992,IPS,1920,1080,0.0,Any,SSD
Dell,Notebook,15.6,Intel Core i3,4,1024.0,AMD Radeon,Windows,2.18,32921.712,Touchscreen,1366,768,0.0,Any,HDD
Acer,2 in 1 Convertible,11.6,Intel,4,32.0,Intel HD,Windows,1.25,18594.72,IPS/Touchscreen,1920,1080,0.0,Any,Flash
Lenovo,Notebook,15.6,Intel Core i3,4,128.0,Intel HD,Windows,2.05,33566.4,Touchscreen,1920,1080,0.0,Any,SSD
HP,Ultrabook,13.3,Intel,16,512.0,Intel HD,Windows,1.16,104695.2,IPS/Touchscreen,3200,1800,0.0,Any,SSD
Lenovo,Notebook,17.3,Intel Core i7,8,256.0,Nvidia Quadro,Windows,3.4,159786.72,IPS,1920,1080,0.0,Any,SSD
Asus,Notebook,15.6,Intel Core i5,8,128.0,Nvidia GeForce,Windows,2.5,44701.92,Touchscreen,1920,1080,1024.0,HDD,SSD
Dell,Ultrabook,13.3,Intel Core i5,8,128.0,Intel UHD,Windows,1.21,85194.72,IPS/Touchscreen,3840,2160,0.0,Any,SSD
Dell,Notebook,15.6,Intel Core i5,4,500.0,Intel HD,Windows,1.93,51095.52,Touchscreen,1366,768,0.0,Any,HDD
Fujitsu,Notebook,15.6,Intel Core i5,8,1024.0,Intel HD,Windows,2.2,39373.92,Touchscreen,1366,768,0.0,Any,HDD
Lenovo,Notebook,15.6,Intel,4,500.0,Intel HD,Windows,2.2,18328.32,Touchscreen,1920,1080,0.0,Any,HDD
Lenovo,Notebook,14.0,Intel Core i5,4,500.0,Intel HD,Windows,2.02,52747.2,Touchscreen,1366,768,0.0,Any,HDD
HP,Workstation,17.3,Intel Core i5,8,500.0,Nvidia Quadro,Windows,3.14,99153.5472,Touchscreen,1600,900,0.0,Any,HDD
HP,Notebook,14.0,Intel,8,2048.0,Intel HD,Windows,1.94,20725.92,Touchscreen,1366,768,0.0,Any,HDD
HP,Notebook,15.6,AMD,6,256.0,AMD Radeon,Windows,1.95,34578.72,IPS,1920,1080,0.0,Any,SSD
Lenovo,Notebook,15.6,Intel Core i5,8,256.0,Intel HD,Windows,2.3,44222.4,Touchscreen,1920,1080,0.0,Any,SSD
Lenovo,Notebook,15.6,Intel Core i5,4,500.0,Intel HD,Windows,2.05,36496.8,Touchscreen,1920,1080,0.0,Any,HDD
Mediacom,Notebook,14.0,Intel,4,32.0,Intel HD,Windows,1.4,13266.72,Touchscreen,1920,1080,0.0,Any,SSD
